Age,Education,Marital_Status,Income,Spending,Loyalty_Duration,Children,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,WebPurchaes,CatalogPurchases,StorePurchases,NumWebVisitsMonth,Income_group,Age_group,Loyalty_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment,Total_Spending_segment
44,Postgraduate,Alone,24163.0,17,11.9,2,3,4,1,7,2,1,2,2,1,0,3,4,Low income,Adult,Discovering customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
56,Postgraduate,In relationship,84460.0,523,21.266666666666666,0,80,152,27,103,106,54,81,0,9,9,4,5,High income,Mature,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
31,Postgraduate,In relationship,43776.0,23,5.133333333333334,1,77,8,0,9,2,1,3,1,1,0,2,6,Low to medium income,Adult,New customers,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
56,Postgraduate,Alone,71691.0,1192,6.7,0,0,336,130,411,240,32,43,1,4,7,5,2,High income,Mature,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
41,Postgraduate,In relationship,85844.0,1958,4.266666666666667,0,62,938,19,843,25,95,38,1,6,6,7,2,High income,Adult,New customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
40,Postgraduate,Alone,39190.0,133,5.366666666666666,1,91,68,8,18,19,8,12,2,2,1,4,5,Low to medium income,Adult,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
55,Postgraduate,In relationship,71367.0,777,13.566666666666666,0,24,227,23,389,42,21,75,1,4,5,7,2,High income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
42,Postgraduate,Alone,38578.0,73,15.633333333333333,2,2,38,4,22,3,3,3,3,3,0,3,8,Low to medium income,Adult,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
49,Postgraduate,In relationship,57236.0,121,6.866666666666666,2,22,105,0,9,2,1,4,3,2,1,4,3,Medium to high income,Mature,New customers,Frequent consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
35,Postgraduate,Alone,61825.0,424,14.1,1,56,162,50,100,55,30,27,1,4,2,8,4,Medium to high income,Adult,Discovering customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
56,Postgraduate,Alone,79803.0,868,4.133333333333334,1,54,574,8,216,21,16,33,1,4,3,5,1,High income,Mature,New customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
28,Postgraduate,Alone,80910.0,756,23.433333333333334,0,71,160,80,369,67,39,41,1,3,3,8,1,High income,Young,Loyal customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
32,Postgraduate,In relationship,27590.0,12,17.633333333333333,1,38,6,0,5,0,0,1,1,1,0,2,7,Low income,Adult,Experienced customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
35,Postgraduate,In relationship,56775.0,937,21.333333333333332,1,62,614,35,160,58,35,35,2,5,8,10,5,Medium to high income,Adult,Loyal customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
39,Postgraduate,Alone,83829.0,1862,12.033333333333333,0,78,897,161,430,186,161,27,0,4,7,6,1,High income,Adult,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
35,Postgraduate,In relationship,54210.0,367,16.733333333333334,1,18,70,54,109,80,9,45,2,4,1,7,5,Medium to high income,Adult,Experienced customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
28,Postgraduate,In relationship,38508.0,443,14.266666666666667,1,95,120,19,206,25,19,54,6,7,2,5,8,Low to medium income,Young,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
44,Postgraduate,In relationship,53187.0,267,11.433333333333334,1,66,211,2,30,7,7,10,2,4,1,6,5,Medium to high income,Adult,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
42,Postgraduate,In relationship,30023.0,61,6.466666666666667,1,28,11,0,16,7,6,21,1,2,0,3,8,Low income,Adult,New customers,Low consumer,Non consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
54,Postgraduate,Alone,76045.0,1323,10.766666666666667,0,78,760,53,400,17,93,0,1,4,5,11,2,High income,Mature,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Non consumer,Biggest consumer
62,Postgraduate,In relationship,50870.0,63,3.566666666666667,1,13,53,0,8,0,0,2,1,2,0,3,5,Low to medium income,Mature,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
44,Postgraduate,In relationship,15315.0,64,14.233333333333333,0,27,7,4,13,15,8,17,2,2,0,4,5,Low income,Adult,Discovering customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
40,Postgraduate,In relationship,65463.0,562,8.233333333333333,1,17,391,32,70,21,32,16,2,6,2,9,5,Medium to high income,Adult,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
49,Postgraduate,In relationship,66480.0,312,4.2,2,71,199,9,57,20,21,6,7,4,1,7,4,Medium to high income,Mature,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
60,Postgraduate,Alone,76773.0,1156,19.533333333333335,0,79,516,56,449,86,33,16,1,2,2,11,1,High income,Mature,Experienced customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
31,Postgraduate,Alone,81698.0,1104,19.4,0,1,709,45,115,30,160,45,1,8,2,5,5,High income,Adult,Experienced customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
41,Postgraduate,Alone,54466.0,16,7.9,2,78,12,0,4,0,0,0,1,1,0,2,5,Medium to high income,Adult,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Non consumer,Low consumer
54,Postgraduate,Alone,98777.0,2008,7.633333333333334,0,23,1000,19,711,125,115,38,0,4,6,9,1,High income,Mature,New customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
30,Postgraduate,Alone,16269.0,44,13.333333333333334,1,75,19,3,18,3,1,0,3,3,0,3,8,Low income,Adult,Discovering customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Non consumer,Low consumer
43,Postgraduate,In relationship,71819.0,1574,13.4,1,70,1224,28,140,0,14,168,3,3,3,5,6,High income,Adult,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Biggest consumer,Biggest consumer
31,Postgraduate,In relationship,33569.0,63,11.766666666666667,1,10,16,2,18,3,0,24,1,1,1,2,8,Low income,Adult,Discovering customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Non consumer,Frequent consumer,Low consumer
31,Postgraduate,In relationship,36262.0,426,12.633333333333333,0,24,88,39,54,64,28,153,1,3,5,3,6,Low to medium income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
48,Undergraduate,In relationship,22634.0,96,20.866666666666667,0,47,2,23,11,8,6,46,1,2,1,2,8,Low income,Mature,Experienced customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
36,Postgraduate,In relationship,47025.0,635,12.9,1,98,508,11,59,23,5,29,5,11,1,6,9,Low to medium income,Adult,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
46,Postgraduate,Alone,70566.0,757,12.1,1,4,381,28,215,84,28,21,2,6,5,9,3,High income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
35,Postgraduate,In relationship,31605.0,125,22.7,1,15,74,0,42,2,1,6,2,2,1,4,7,Low income,Adult,Loyal customers,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
41,Postgraduate,Alone,52034.0,332,16.833333333333332,2,67,146,0,93,7,13,73,5,4,2,5,7,Medium to high income,Adult,Experienced customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
35,Postgraduate,Alone,48526.0,135,9.466666666666667,1,32,23,17,23,43,20,9,1,2,1,4,3,Low to medium income,Adult,Discovering customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
60,Postgraduate,In relationship,46734.0,330,22.833333333333332,1,40,110,5,137,26,23,29,2,6,1,5,7,Low to medium income,Mature,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
52,Postgraduate,Alone,39552.0,384,21.833333333333332,2,54,165,3,147,4,24,41,7,6,2,5,8,Low to medium income,Mature,Loyal customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
48,Postgraduate,Alone,86358.0,1722,26.233333333333334,2,78,957,47,494,82,47,95,4,5,3,6,8,High income,Mature,Loyal customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
37,Postgraduate,In relationship,46931.0,78,5.433333333333334,3,94,41,0,17,3,1,16,2,1,1,3,3,Low to medium income,Adult,New customers,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
29,Undergraduate,Alone,16581.0,24,21.0,0,51,1,3,4,2,3,11,1,0,0,3,4,Low income,Young,Loyal customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
62,Postgraduate,Alone,63998.0,1168,9.6,0,42,176,29,818,0,33,112,1,7,6,11,4,Medium to high income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Biggest consumer,Non consumer,Frequent consumer,Biggest consumer,Biggest consumer
63,Postgraduate,In relationship,67381.0,957,20.9,1,67,815,8,53,11,0,70,4,2,2,9,7,Medium to high income,Mature,Loyal customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Biggest consumer,Frequent consumer
47,Postgraduate,Alone,25930.0,15,11.966666666666667,2,87,6,1,2,2,0,4,1,1,0,2,7,Low income,Mature,Discovering customers,Low consumer,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
36,Postgraduate,In relationship,42693.0,57,3.966666666666667,1,29,8,4,20,6,3,16,1,1,0,3,5,Low to medium income,Adult,New customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
38,Postgraduate,In relationship,85606.0,1956,23.033333333333335,1,89,717,42,864,219,30,84,2,6,7,9,3,High income,Adult,Loyal customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
29,Postgraduate,Alone,72903.0,2013,11.333333333333334,0,74,1067,138,750,0,19,39,1,7,5,8,4,High income,Young,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer,Biggest consumer
40,Postgraduate,In relationship,49669.0,326,4.433333333333334,1,97,166,5,107,11,8,29,2,5,1,6,6,Low to medium income,Adult,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
46,Postgraduate,In relationship,36778.0,77,26.333333333333332,2,63,29,4,34,2,4,4,3,3,0,3,9,Low to medium income,Mature,Loyal customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
52,Postgraduate,Alone,85696.0,1313,17.3,0,88,714,76,395,116,0,12,1,4,6,9,1,High income,Mature,Experienced customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Non consumer,Frequent consumer,Biggest consumer
25,Postgraduate,Alone,10979.0,30,4.5,0,34,8,4,10,2,2,4,2,3,0,3,5,Low income,Young,New customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
53,Postgraduate,In relationship,49678.0,315,20.3,1,81,229,5,56,3,2,20,2,6,2,4,7,Low to medium income,Mature,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
61,Postgraduate,In relationship,56129.0,660,15.7,1,65,320,48,133,39,72,48,4,6,2,10,4,Medium to high income,Mature,Experienced customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
25,Postgraduate,In relationship,37155.0,74,20.366666666666667,1,51,23,0,26,7,15,3,1,2,0,4,5,Low to medium income,Young,Experienced customers,Low consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
36,Postgraduate,Alone,21282.0,46,4.866666666666666,1,76,1,5,8,4,8,20,2,2,1,2,6,Low income,Adult,New customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer
52,Postgraduate,Alone,33419.0,86,13.766666666666667,1,76,56,0,12,0,0,18,2,2,0,4,7,Low income,Mature,Discovering customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Frequent consumer,Frequent consumer
69,Postgraduate,Alone,63285.0,1103,11.1,0,84,508,124,249,50,38,134,1,6,5,13,3,Medium to high income,Senior,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
40,Postgraduate,In relationship,21255.0,61,8.533333333333333,1,56,29,0,25,2,2,3,4,2,1,4,4,Low income,Adult,New customers,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Low consumer,Low consumer
33,Postgraduate,In relationship,42162.0,145,10.633333333333333,1,31,46,7,59,2,4,27,2,3,1,3,6,Low to medium income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
58,Postgraduate,In relationship,54450.0,684,25.0,2,0,454,0,171,8,19,32,12,9,2,8,8,Medium to high income,Mature,Loyal customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
60,Postgraduate,In relationship,57744.0,411,10.866666666666667,1,91,350,3,39,0,0,19,2,9,1,4,8,Medium to high income,Mature,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer,Frequent consumer
28,Postgraduate,Alone,26576.0,27,24.033333333333335,1,40,10,0,8,0,0,9,1,1,0,2,9,Low income,Young,Loyal customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
71,Postgraduate,Alone,57513.0,1060,15.166666666666666,0,59,735,40,183,52,20,30,2,9,3,13,6,Medium to high income,Senior,Experienced customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
50,Postgraduate,In relationship,68142.0,1459,25.533333333333335,1,96,897,126,196,91,112,37,3,10,4,7,6,Medium to high income,Mature,Loyal customers,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
35,Postgraduate,In relationship,7500.0,18,25.533333333333335,1,61,5,2,3,3,0,5,1,1,0,2,8,Low income,Adult,Loyal customers,Low consumer,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
40,Postgraduate,In relationship,83145.0,1833,24.733333333333334,0,14,777,35,731,39,137,114,1,5,9,11,2,High income,Adult,Loyal customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
54,Postgraduate,In relationship,54197.0,237,6.133333333333334,1,16,162,6,37,6,13,13,2,1,3,6,1,Medium to high income,Mature,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
51,Postgraduate,Alone,23091.0,48,4.3,2,98,35,0,11,0,0,2,4,2,1,3,7,Low income,Mature,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
38,Postgraduate,In relationship,46049.0,515,14.666666666666666,2,11,342,9,112,19,14,19,10,5,2,9,7,Low to medium income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
40,Postgraduate,In relationship,56715.0,1020,22.266666666666666,0,52,258,105,239,237,172,9,1,7,3,4,4,Medium to high income,Adult,Loyal customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Low consumer,Frequent consumer
53,Postgraduate,In relationship,79410.0,1370,4.266666666666667,0,19,658,80,483,123,13,13,1,3,2,5,1,High income,Mature,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
63,Postgraduate,In relationship,57304.0,1026,19.066666666666666,1,61,356,80,329,138,17,106,2,7,6,10,5,Medium to high income,Mature,Experienced customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
49,Postgraduate,In relationship,44375.0,301,6.5,1,73,213,5,28,7,7,41,1,4,1,6,5,Low to medium income,Mature,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
58,Postgraduate,In relationship,54450.0,684,25.0,2,0,454,0,171,8,19,32,12,9,2,8,8,Medium to high income,Mature,Loyal customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
49,Postgraduate,In relationship,59594.0,499,23.8,1,74,457,4,29,0,0,9,1,8,1,7,7,Medium to high income,Mature,Loyal customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Non consumer,Low consumer,Frequent consumer
20,Postgraduate,In relationship,80685.0,1004,25.766666666666666,0,55,241,45,604,34,26,54,1,6,4,10,2,High income,Young,Loyal customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
40,Postgraduate,In relationship,40344.0,218,11.866666666666667,1,48,210,0,6,0,0,2,2,4,1,5,7,Low to medium income,Adult,Discovering customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Frequent consumer
42,Postgraduate,In relationship,62710.0,606,16.633333333333333,1,53,441,35,83,7,29,11,4,4,2,12,4,Medium to high income,Adult,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
46,Postgraduate,In relationship,48985.0,75,15.2,1,13,19,13,18,10,7,8,1,1,1,3,3,Low to medium income,Mature,Experienced customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
46,Postgraduate,In relationship,35322.0,106,25.766666666666666,3,34,28,9,37,12,7,13,3,2,0,4,8,Low to medium income,Mature,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
66,Postgraduate,In relationship,77142.0,990,16.433333333333334,0,54,476,75,162,29,151,97,1,4,4,8,2,High income,Senior,Experienced customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
45,Postgraduate,Alone,81657.0,1097,8.5,0,69,364,40,425,158,60,50,1,3,4,8,1,High income,Adult,New customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
18,Undergraduate,In relationship,14421.0,16,7.633333333333334,0,81,0,0,2,3,3,8,1,1,0,2,5,Low income,Young,New customers,Non consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
40,Postgraduate,In relationship,20130.0,34,6.7,0,99,0,6,3,7,6,12,1,1,0,3,8,Low income,Adult,New customers,Non consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
24,Postgraduate,In relationship,74214.0,1711,25.633333333333333,0,3,863,83,547,86,99,33,1,8,2,5,5,High income,Young,Loyal customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
57,Postgraduate,In relationship,66726.0,438,8.833333333333334,2,61,349,7,35,0,0,47,3,8,2,4,7,Medium to high income,Mature,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer,Frequent consumer
35,Undergraduate,In relationship,23724.0,75,21.133333333333333,1,65,5,23,15,0,18,14,2,2,0,3,8,Low income,Adult,Loyal customers,Low consumer,Frequent consumer,Low consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer
54,Postgraduate,In relationship,47353.0,225,10.833333333333334,1,93,184,2,19,8,8,4,3,2,2,6,5,Low to medium income,Mature,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
62,Postgraduate,In relationship,33444.0,18,23.333333333333332,2,24,8,0,8,0,0,2,1,1,0,2,8,Low income,Mature,Loyal customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
33,Postgraduate,In relationship,54386.0,470,16.833333333333332,1,8,277,21,64,62,21,25,2,3,2,10,3,Medium to high income,Adult,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
33,Postgraduate,Alone,28510.0,91,17.966666666666665,2,72,44,5,19,0,4,19,3,2,0,4,5,Low income,Adult,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Low consumer,Frequent consumer,Frequent consumer
23,Postgraduate,Alone,90638.0,2525,7.766666666666667,0,29,1156,120,915,94,144,96,1,3,4,10,1,High income,Young,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
64,Postgraduate,In relationship,48070.0,504,20.966666666666665,1,33,373,14,83,6,9,19,3,8,2,6,7,Low to medium income,Mature,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
57,Postgraduate,In relationship,43140.0,235,21.233333333333334,1,68,134,8,76,6,0,11,1,4,1,5,6,Low to medium income,Mature,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Non consumer,Frequent consumer,Frequent consumer
53,Postgraduate,Alone,54959.0,1232,20.766666666666666,1,55,1148,0,60,0,0,24,3,9,5,4,7,Medium to high income,Mature,Experienced customers,Biggest consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer,Biggest consumer
56,Undergraduate,Alone,15056.0,88,17.3,2,76,6,12,3,21,6,40,5,2,2,3,5,Low income,Mature,Experienced customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
43,Postgraduate,Alone,26954.0,17,4.966666666666667,1,17,4,1,11,0,0,1,1,1,0,2,7,Low income,Adult,New customers,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
29,Postgraduate,Alone,22327.0,24,14.266666666666667,1,94,5,4,8,2,0,5,1,1,0,3,5,Low income,Young,Discovering customers,Low consumer,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
49,Postgraduate,In relationship,44393.0,60,13.6,2,86,24,2,20,2,2,10,2,1,0,4,4,Low to medium income,Mature,Discovering customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer,Low consumer
62,Postgraduate,Alone,62000.0,1020,13.5,1,25,899,0,101,0,0,20,1,6,6,13,4,Medium to high income,Mature,Discovering customers,Biggest consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer,Frequent consumer
52,Postgraduate,In relationship,31497.0,155,22.233333333333334,1,22,108,1,28,13,1,4,2,3,1,4,8,Low income,Mature,Loyal customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
40,Postgraduate,In relationship,45894.0,51,7.3,2,15,27,2,7,0,2,13,1,1,0,3,5,Low to medium income,Adult,New customers,Frequent consumer,Low consumer,Low consumer,Non consumer,Low consumer,Frequent consumer,Low consumer
44,Postgraduate,Alone,78579.0,1812,21.7,0,35,816,66,549,216,66,99,1,5,6,4,3,High income,Adult,Loyal customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
45,Postgraduate,Alone,67369.0,1461,22.866666666666667,1,81,1298,0,70,37,14,42,4,7,4,10,4,Medium to high income,Adult,Loyal customers,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
54,Postgraduate,Alone,58401.0,96,5.566666666666666,1,55,10,0,11,17,29,29,1,1,2,2,4,Medium to high income,Mature,New customers,Low consumer,Non consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
62,Postgraduate,Alone,62307.0,160,7.633333333333334,1,94,87,13,34,10,6,10,1,4,0,4,5,Medium to high income,Mature,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
45,Postgraduate,In relationship,43641.0,139,17.666666666666668,2,50,57,2,51,4,2,23,3,2,1,4,6,Low to medium income,Adult,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
46,Postgraduate,Alone,63841.0,908,17.7,1,64,635,15,100,20,7,131,1,9,3,9,6,Medium to high income,Mature,Experienced customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
49,Postgraduate,In relationship,46891.0,183,13.266666666666667,1,91,43,12,23,29,15,61,1,2,1,4,4,Low to medium income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
45,Postgraduate,In relationship,70091.0,1161,18.4,1,11,964,34,137,15,0,11,2,5,2,10,8,High income,Adult,Experienced customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Biggest consumer
42,Postgraduate,In relationship,78075.0,988,6.066666666666666,0,72,572,8,259,34,35,80,1,3,5,5,1,High income,Adult,New customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
53,Postgraduate,Alone,59184.0,1072,25.166666666666668,1,6,341,142,113,259,151,66,3,6,6,12,5,Medium to high income,Mature,Loyal customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
